MOD11A2.A2000049.h30v12.006.2020048120245.Emis_31,MOD11A2,A2000049,Lat-33.6152Lon150.7236Samp9Line9,2020048120245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOD11A2.A2000057.h30v12.006.2020045130158.Emis_31,MOD11A2,A2000057,Lat-33.6152Lon150.7236Samp9Line9,2020045130158,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,243.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,243.0,242.0,246.0,246.0,245.0,245.0,246.0,246.0,245.0,244.0,246.0,246.0,245.0,245.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,244.0,246.0,246.0,246.0,246.0,245.0,244.0,242.0,246.0,246.0,246.0,246.0,246.0,245.0,243.0,242.0,242.0,245.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,246.0
MOD11A2.A2000065.h30v12.006.2020045130452.Emis_31,MOD11A2,A2000065,Lat-33.6152Lon150.7236Samp9Line9,2020045130452,245.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,247.0,246.0,244.0,244.0,246.0,246.0,246.0,246.0,247.0,246.0,245.0,244.0,244.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,245.0,245.0,245.0,245.0,246.0,246.0,246.0,246.0,245.0,244.0,245.0,245.0,245.0,246.0,246.0,246.0,244.0,244.0,242.0,245.0,246.0,247.0,247.0,245.0,244.0,243.0,243.0,243.0,246.0,245.0,246.0,246.0,246.0,245.0,244.0,244.0,247.0
MOD11A2.A2000073.h30v12.006.2020045130701.Emis_31,MOD11A2,A2000073,Lat-33.6152Lon150.7236Samp9Line9,2020045130701,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,244.0,246.0,246.0,246.0,246.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,246.0,246.0,246.0
MOD11A2.A2000081.h30v12.006.2020045130829.Emis_31,MOD11A2,A2000081,Lat-33.6152Lon150.7236Samp9Line9,2020045130829,245.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,244.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,242.0,242.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,245.0,245.0,245.0,245.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,245.0,246.0,246.0,246.0,246.0,246.0,243.0,240.0,246.0,246.0,246.0,246.0,246.0,245.0,243.0,242.0,242.0,245.0,245.0,246.0,246.0,245.0,245.0,245.0,245.0,246.0
MOD11A2.A2000089.h30v12.006.2020045131118.Emis_31,MOD11A2,A2000089,Lat-33.6152Lon150.7236Samp9Line9,2020045131118,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,247.0,246.0,245.0,244.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,243.0,243.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,244.0,245.0,246.0,245.0,245.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,245.0,246.0,246.0,246.0,246.0,245.0,243.0,241.0,246.0,245.0,246.0,246.0,246.0,245.0,243.0,242.0,242.0,245.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,246.0
MOD11A2.A2000097.h30v12.006.2020045131300.Emis_31,MOD11A2,A2000097,Lat-33.6152Lon150.7236Samp9Line9,2020045131300,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,246.0,246.0,246.0,246.0,246.0,247.0,247.0,245.0,244.0,246.0,247.0,247.0,247.0,247.0,247.0,245.0,244.0,244.0,247.0,247.0,247.0,247.0,245.0,244.0,244.0,245.0,245.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,245.0,246.0,246.0,246.0,246.0,245.0,244.0,243.0,246.0,246.0,246.0,246.0,246.0,245.0,243.0,243.0,244.0,246.0,246.0,245.0,245.0,245.0,244.0,245.0,245.0,245.0
MOD11A2.A2000105.h30v12.006.2020045131451.Emis_31,MOD11A2,A2000105,Lat-33.6152Lon150.7236Samp9Line9,2020045131451,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,244.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,243.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,242.0,241.0,246.0,246.0,245.0,246.0,246.0,246.0,244.0,244.0,246.0,246.0,244.0,245.0,245.0,246.0,246.0,246.0,246.0,245.0,245.0,245.0,246.0,246.0,246.0,246.0,246.0,243.0,241.0,246.0,245.0,246.0,246.0,246.0,245.0,242.0,242.0,243.0,245.0,246.0,246.0,246.0,246.0,245.0,244.0,245.0,246.0
MOD11A2.A2000113.h30v12.006.2020045131618.Emis_31,MOD11A2,A2000113,Lat-33.6152Lon150.7236Samp9Line9,2020045131618,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,243.0,246.0,246.0,247.0,246.0,246.0,246.0,245.0,242.0,242.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,245.0,246.0,245.0,245.0,245.0,246.0,246.0,246.0,246.0,245.0,245.0,245.0,245.0,246.0,246.0,246.0,245.0,244.0,242.0,246.0,246.0,246.0,246.0,246.0,244.0,242.0,242.0,243.0,245.0,246.0,246.0,246.0,245.0,245.0,245.0,246.0,246.0
MOD11A2.A2000121.h30v12.006.2020045131755.Emis_31,MOD11A2,A2000121,Lat-33.6152Lon150.7236Samp9Line9,2020045131755,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,245.0,243.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,242.0,241.0,246.0,246.0,246.0,245.0,246.0,246.0,245.0,244.0,245.0,246.0,244.0,245.0,246.0,246.0,246.0,246.0,246.0,245.0,245.0,244.0,246.0,246.0,246.0,246.0,245.0,244.0,241.0,245.0,246.0,246.0,246.0,246.0,245.0,243.0,242.0,242.0,245.0,245.0,246.0,246.0,245.0,245.0,244.0,245.0,246.0
