TIMESTAMP,NEE_VUT_REF,Fpar_500m,Lai_500m,Gpp_500m,ET_500m,LE_500m,PET_500m,PLE_500m,LST_Day_1km,LST_Night_1km,LSTE_Day_1KM,LSTE_Night_1KM,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,Maximum_temperature_BOM,Minimum_temperature_BOM,Rainfall_BOM,target_class,year,month,day_of_year,week_of_year
2014-06-18,-1.34498,0.55,1.1,0.0223,7.300000000000001,2270000.0,16.400000000000002,5060000.0,15.190000000000056,7.970000000000027,15.630000000000052,8.890000000000043,48.5,261.2,20.200000000000003,50.0,327.40000000000003,201.0,90.1,19.6,5.8,0.0,NS,2014,6,169,25
2014-06-26,-1.02893,0.59,1.2000000000000002,0.0213,6.800000000000001,2110000.0,16.3,5050000.0,15.710000000000036,4.270000000000039,16.190000000000055,5.330000000000041,29.0,184.4,14.4,28.8,244.0,141.9,65.2,20.9,8.1,0.0,NS,2014,6,177,26
2014-07-04,-1.10958,0.55,1.1,0.0207,6.300000000000001,1950000.0,17.2,5310000.0,14.250000000000057,2.730000000000018,16.77000000000004,3.430000000000007,30.700000000000003,182.4,20.700000000000003,30.9,217.7,140.0,51.5,22.2,-3.3,0.0,NS,2014,7,185,27
2014-07-12,-0.940591,0.56,1.1,0.0203,7.6,2360000.0,14.8,4600000.0,14.450000000000044,2.2100000000000364,15.670000000000016,2.730000000000018,40.2,197.6,20.200000000000003,38.6,258.0,174.8,84.9,18.6,-2.2,0.0,NS,2014,7,193,28
2014-07-20,-0.541739,0.49,0.9,0.0179,7.300000000000001,2240000.0,14.7,4540000.0,14.850000000000025,5.270000000000039,19.19000000000005,6.010000000000048,59.0,250.8,35.1,56.1,288.90000000000003,205.6,104.4,16.5,5.0,0.0,NS,2014,7,201,29
2014-07-28,-0.220727,0.55,1.0,0.0246,6.4,1970000.0,21.0,6500000.0,18.950000000000045,5.630000000000052,19.57000000000005,6.490000000000009,67.3,224.9,34.300000000000004,55.1,282.0,253.3,130.0,19.6,4.1,0.0,NS,2014,7,209,31
2014-08-05,-0.0300708,0.52,1.0,0.0218,6.2,1920000.0,19.9,6150000.0,16.610000000000014,3.2900000000000205,19.99000000000001,4.53000000000003,47.0,205.7,25.200000000000003,44.900000000000006,255.3,193.4,92.7,20.0,0.7,0.0,NS,2014,8,217,32
2014-08-13,-0.930516,0.54,1.0,0.0212,8.700000000000001,2700000.0,16.2,5010000.0,16.810000000000002,5.430000000000007,22.49000000000001,5.7900000000000205,62.0,242.5,32.800000000000004,58.5,289.6,236.4,118.0,17.6,6.9,2.0,NS,2014,8,225,33
2014-08-21,-0.327097,0.4,1.0,0.0188,10.5,3250000.0,17.0,5240000.0,18.250000000000057,7.650000000000034,19.13000000000005,8.130000000000052,46.7,197.8,23.200000000000003,44.400000000000006,239.7,187.5,88.7,18.8,5.8,0.2,NS,2014,8,233,34
2014-08-29,-0.622363,0.52,1.4,0.0281,10.8,3350000.0,23.700000000000003,7320000.0,19.15000000000004,5.810000000000002,19.99000000000001,6.310000000000002,46.400000000000006,210.9,25.4,46.5,275.0,183.2,92.2,18.3,6.2,0.6,NS,2014,8,241,35
2014-09-06,-0.485267,0.5,1.3,0.0315,11.6,3570000.0,26.200000000000003,8080000.0,21.670000000000016,9.250000000000057,22.390000000000043,10.650000000000034,48.900000000000006,238.8,25.5,49.7,281.7,214.2,100.8,16.8,9.9,0.2,NS,2014,9,249,36
2014-09-14,-0.135254,0.6,1.6,0.0467,13.2,4070000.0,37.2,11470000.0,22.07000000000005,8.07000000000005,24.970000000000027,7.970000000000027,64.4,270.40000000000003,32.2,64.3,316.40000000000003,271.3,135.4,25.5,9.1,0.0,NS,2014,9,257,37
2014-09-22,-1.16611,0.58,1.6,0.0463,14.6,4480000.0,40.8,12530000.0,26.350000000000023,10.390000000000043,29.63000000000005,11.390000000000043,48.8,237.3,26.3,50.400000000000006,282.8,226.8,106.4,22.1,9.7,0.0,NS,2014,9,265,39
2014-09-30,1.24169,0.49,1.3,0.0385,11.7,3580000.0,48.900000000000006,14990000.0,30.31,11.79000000000002,30.71000000000004,12.630000000000052,45.1,203.5,24.1,44.3,261.7,200.2,93.2,34.0,11.0,0.0,NS,2014,9,273,40
2014-10-08,0.0961967,0.52,1.3,0.0371,12.6,3870000.0,41.900000000000006,12850000.0,33.53000000000003,11.250000000000057,34.29000000000002,12.150000000000034,46.8,244.0,22.200000000000003,48.6,304.5,219.7,101.3,21.5,13.9,0.2,NS,2014,10,281,41
2014-10-16,-0.127045,0.64,2.4000000000000004,0.048,16.1,4940000.0,47.5,14570000.0,27.77000000000004,11.690000000000056,29.590000000000032,12.190000000000056,46.5,198.2,24.3,44.3,303.1,199.1,96.5,23.8,5.7,0.2,NS,2014,10,289,42
2014-10-24,0.879583,0.56,1.9,0.0355,17.6,5370000.0,58.0,17690000.0,32.97000000000003,13.950000000000044,34.29000000000002,14.890000000000043,59.3,252.7,30.9,60.0,311.3,253.7,122.9,30.9,16.8,1.0,NS,2014,10,297,43
2014-11-01,1.50898,0.56,1.8,0.0478,18.6,5690000.0,52.5,16070000.0,36.39000000000004,13.110000000000014,37.71000000000004,13.470000000000027,78.2,273.5,39.0,72.2,369.1,300.40000000000003,170.70000000000002,35.2,19.2,0.0,NS,2014,11,305,44
2014-11-09,-0.160526,0.38,1.0,0.0318,9.1,2790000.0,58.1,17750000.0,30.850000000000023,14.890000000000043,31.510000000000048,15.970000000000027,97.9,319.40000000000003,48.1,92.1,375.6,338.1,174.9,29.6,11.6,0.0,NS,2014,11,313,45
2014-11-17,0.165615,0.47,1.3,0.0206,7.9,2410000.0,63.900000000000006,19450000.0,37.89000000000004,13.870000000000005,41.81,14.050000000000011,71.8,226.0,36.6,60.5,303.3,267.5,143.6,30.9,11.6,0.0,NS,2014,11,321,47
2014-11-25,2.07806,0.52,1.6,0.0437,18.5,5650000.0,56.7,17330000.0,34.89000000000004,16.210000000000036,40.73000000000002,16.470000000000027,43.0,178.8,22.5,38.2,238.1,198.1,100.0,28.6,21.6,5.4,NS,2014,11,329,48
2014-12-03,2.57119,0.46,1.3,0.0405,16.1,4910000.0,49.3,15070000.0,31.31,0.0,33.85000000000002,0.0,37.8,176.9,17.900000000000002,37.5,238.4,179.4,88.2,37.7,19.7,0.0,NS,2014,12,337,49
2014-12-11,4.92925,0.51,1.6,0.0561,19.3,5910000.0,61.6,18860000.0,32.73000000000002,16.190000000000055,33.09000000000003,16.210000000000036,35.800000000000004,189.4,17.3,37.8,264.1,191.5,95.0,22.3,20.2,16.0,NS,2014,12,345,50
2014-12-19,0.718762,0.6,2.1,0.0571,25.6,7830000.0,57.900000000000006,17710000.0,33.23000000000002,16.090000000000032,34.59000000000003,16.170000000000016,44.900000000000006,247.4,23.4,52.900000000000006,307.8,207.2,97.6,25.3,14.5,0.0,NS,2014,12,353,51
2014-12-27,1.58611,0.58,1.9,0.0333,13.7,6680000.0,36.5,17830000.0,33.33000000000004,18.73000000000001,35.75000000000006,19.05000000000001,60.400000000000006,309.5,33.1,72.7,341.8,259.5,119.5,22.2,17.8,0.2,NS,2014,12,361,52
