MOD21A2.A2000049.h30v12.006.2020041212514.View_Angle_Day,MOD21A2,A2000049,Lat-35.6566Lon148.1517Samp9Line9,2020041212514,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0
MOD21A2.A2000057.h30v12.006.2020037222620.View_Angle_Day,MOD21A2,A2000057,Lat-35.6566Lon148.1517Samp9Line9,2020037222620,57.0,57.0,56.0,56.0,69.0,69.0,69.0,74.0,69.0,56.0,56.0,56.0,56.0,56.0,74.0,74.0,74.0,57.0,69.0,56.0,56.0,69.0,74.0,69.0,69.0,57.0,57.0,69.0,69.0,74.0,69.0,69.0,56.0,57.0,57.0,57.0,56.0,69.0,69.0,69.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,55.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,55.0,55.0
MOD21A2.A2000065.h30v12.006.2020038181240.View_Angle_Day,MOD21A2,A2000065,Lat-35.6566Lon148.1517Samp9Line9,2020038181240,40.0,39.0,39.0,39.0,39.0,39.0,39.0,59.0,59.0,39.0,39.0,39.0,39.0,39.0,39.0,59.0,59.0,76.0,39.0,39.0,39.0,39.0,59.0,76.0,59.0,76.0,39.0,39.0,39.0,39.0,39.0,39.0,76.0,76.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0,38.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0
MOD21A2.A2000073.h30v12.006.2020040195024.View_Angle_Day,MOD21A2,A2000073,Lat-35.6566Lon148.1517Samp9Line9,2020040195024,88.0,88.0,88.0,88.0,88.0,87.0,52.0,52.0,52.0,88.0,88.0,88.0,88.0,87.0,52.0,52.0,52.0,52.0,88.0,88.0,87.0,52.0,52.0,52.0,52.0,52.0,87.0,87.0,52.0,52.0,52.0,52.0,52.0,87.0,87.0,87.0,52.0,52.0,52.0,52.0,87.0,87.0,87.0,87.0,87.0,52.0,52.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,86.0,86.0,51.0
MOD21A2.A2000081.h30v12.006.2020040195142.View_Angle_Day,MOD21A2,A2000081,Lat-35.6566Lon148.1517Samp9Line9,2020040195142,49.0,49.0,49.0,49.0,49.0,59.0,65.0,64.0,64.0,59.0,59.0,59.0,59.0,81.0,58.0,46.0,46.0,46.0,59.0,59.0,59.0,58.0,58.0,46.0,46.0,46.0,45.0,59.0,46.0,46.0,46.0,49.0,49.0,46.0,45.0,45.0,46.0,46.0,46.0,49.0,49.0,45.0,45.0,58.0,58.0,46.0,46.0,46.0,45.0,58.0,49.0,58.0,58.0,58.0,46.0,46.0,64.0,58.0,45.0,58.0,58.0,58.0,58.0,49.0,49.0,45.0,58.0,58.0,58.0,58.0,58.0,58.0,49.0,45.0,58.0,58.0,58.0,64.0,58.0,58.0,57.0
MOD21A2.A2000089.h30v12.006.2020041214954.View_Angle_Day,MOD21A2,A2000089,Lat-35.6566Lon148.1517Samp9Line9,2020041214954,58.0,58.0,58.0,58.0,46.0,46.0,46.0,46.0,46.0,58.0,58.0,58.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,40.0,40.0,40.0,46.0,46.0,46.0,46.0,45.0,58.0,56.0,46.0,46.0,46.0,46.0,46.0,45.0,51.0,56.0,46.0,46.0,46.0,46.0,40.0,46.0,46.0,45.0,40.0,46.0,46.0,46.0,40.0,46.0,46.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,39.0,39.0,45.0,45.0,45.0,45.0,45.0,45.0,39.0,45.0,39.0
MOD21A2.A2000097.h30v12.006.2020041043028.View_Angle_Day,MOD21A2,A2000097,Lat-35.6566Lon148.1517Samp9Line9,2020041043028,27.0,49.0,27.0,27.0,27.0,27.0,27.0,49.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,40.0,40.0,40.0,27.0,27.0,27.0,27.0,40.0,40.0,40.0,27.0,27.0,27.0,26.0,26.0,40.0,26.0,27.0,27.0,27.0,40.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,40.0,40.0,58.0,26.0,26.0,26.0,26.0,26.0,58.0,40.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
MOD21A2.A2000105.h30v12.006.2020041073337.View_Angle_Day,MOD21A2,A2000105,Lat-35.6566Lon148.1517Samp9Line9,2020041073337,50.0,50.0,50.0,68.0,68.0,68.0,68.0,68.0,67.0,50.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,50.0,68.0,68.0,68.0,68.0,67.0,30.0,30.0,30.0,68.0,68.0,68.0,67.0,67.0,23.0,23.0,23.0,23.0,68.0,50.0,50.0,23.0,23.0,23.0,23.0,23.0,16.0,50.0,23.0,23.0,23.0,23.0,50.0,16.0,16.0,38.0,23.0,50.0,50.0,50.0,46.0,46.0,40.0,38.0,16.0,50.0,50.0,38.0,46.0,46.0,17.0,40.0,16.0,16.0,67.0,50.0,50.0,22.0,22.0,31.0,22.0,31.0,22.0
MOD21A2.A2000113.h30v12.006.2020041223114.View_Angle_Day,MOD21A2,A2000113,Lat-35.6566Lon148.1517Samp9Line9,2020041223114,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,60.0,44.0
MOD21A2.A2000121.h30v12.006.2020042021543.View_Angle_Day,MOD21A2,A2000121,Lat-35.6566Lon148.1517Samp9Line9,2020042021543,46.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,28.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,47.0,69.0,69.0,69.0,69.0,69.0,69.0,47.0,28.0,4.0,47.0,45.0,45.0,47.0,47.0,47.0,45.0,28.0,28.0,45.0,45.0,47.0,47.0,47.0,45.0,4.0,28.0,28.0,45.0,47.0,47.0,47.0,47.0,47.0,4.0,28.0,27.0,47.0,47.0,45.0,47.0,28.0,4.0,27.0,45.0,4.0,47.0,45.0,47.0,28.0,27.0,27.0,4.0,4.0,27.0,47.0,45.0,4.0,27.0,27.0,4.0,4.0,27.0,27.0
